time,V(N001),V(N002),I(V1),I(R1),I(C1),I(L1)
0.0001719,1,0.0794124,-9.20588e-05,-9.20588e-05,6.48758e-05,-0.000156935
0.000172,1,0.0729248,-9.27075e-05,-9.27075e-05,7.21683e-05,-0.000164876
0.0001721,1,0.065708,-9.34292e-05,-9.34292e-05,7.87391e-05,-0.000172168
0.0001722,1,0.0578341,-9.42166e-05,-9.42166e-05,8.45225e-05,-0.000178739
0.0001723,1,0.0493818,-9.50618e-05,-9.50618e-05,8.94607e-05,-0.000184522
0.0001724,1,0.0404358,-9.59564e-05,-9.59564e-05,9.35042e-05,-0.000189461
0.0001725,1,0.0310853,-9.68915e-05,-9.68915e-05,9.66128e-05,-0.000193504
0.0001726,1,0.0214241,-9.78576e-05,-9.78576e-05,9.87552e-05,-0.000196613
0.0001727,1,0.0115485,-9.88451e-05,-9.88451e-05,9.991e-05,-0.000198755
0.0001728,1,0.00155754,-9.98442e-05,-9.98442e-05,0.000100066,-0.00019991
0.0001729,1,-0.00844904,-0.000100845,-0.000100845,9.92209e-05,-0.000200066
0.000173,1,-0.0183711,-0.000101837,-0.000101837,9.73838e-05,-0.000199221
0.0001731,1,-0.0281095,-0.000102811,-0.000102811,9.45728e-05,-0.000197384
0.0001732,1,-0.0375668,-0.000103757,-0.000103757,9.08161e-05,-0.000194573
0.0001733,1,-0.0466484,-0.000104665,-0.000104665,8.61513e-05,-0.000190816
0.0001734,1,-0.0552635,-0.000105526,-0.000105526,8.06249e-05,-0.000186151
0.0001735,1,-0.063326,-0.000106333,-0.000106333,7.42923e-05,-0.000180625
0.0001736,1,-0.0707553,-0.000107076,-0.000107076,6.72168e-05,-0.000174292
0.0001737,1,-0.0774769,-0.000107748,-0.000107748,5.94691e-05,-0.000167217
0.0001738,1,-0.0834238,-0.000108342,-0.000108342,5.11267e-05,-0.000159469
0.0001739,1,-0.0885365,-0.000108854,-0.000108854,4.22731e-05,-0.000151127
0.000174,1,-0.0927638,-0.000109276,-0.000109276,3.29967e-05,-0.000142273
0.0001741,1,-0.0960635,-0.000109606,-0.000109606,2.33904e-05,-0.000132997
0.0001742,1,-0.0984025,-0.00010984,-0.00010984,1.35501e-05,-0.00012339
0.0001743,1,-0.0997575,-0.000109976,-0.000109976,3.57434e-06,-0.00011355
0.0001744,1,-0.100115,-0.000110011,-0.000110011,-6.43716e-06,-0.000103574
0.0001745,1,-0.0994713,-0.000109947,-0.000109947,-1.63843e-05,-9.35628e-05
0.0001746,1,-0.0978328,-0.000109783,-0.000109783,-2.61676e-05,-8.36157e-05
0.0001747,1,-0.0952161,-0.000109522,-0.000109522,-3.56892e-05,-7.38324e-05
0.0001748,1,-0.0916472,-0.000109165,-0.000109165,-4.48539e-05,-6.43108e-05
0.0001749,1,-0.0871618,-0.000108716,-0.000108716,-5.35701e-05,-5.51461e-05
0.000175,1,-0.0818048,-0.00010818,-0.00010818,-6.17505e-05,-4.64299e-05
0.0001751,1,-0.0756297,-0.000107563,-0.000107563,-6.93135e-05,-3.82495e-05
0.0001752,1,-0.0686984,-0.00010687,-0.00010687,-7.61833e-05,-3.06865e-05
0.0001753,1,-0.06108,-0.000106108,-0.000106108,-8.22914e-05,-2.38167e-05
0.0001754,1,-0.0528509,-0.000105285,-0.000105285,-8.75764e-05,-1.77086e-05
0.0001755,1,-0.0440932,-0.000104409,-0.000104409,-9.19858e-05,-1.24236e-05
0.0001756,1,-0.0348947,-0.000103489,-0.000103489,-9.54752e-05,-8.01424e-06
0.0001757,1,-0.0253471,-0.000102535,-0.000102535,-9.80099e-05,-4.52477e-06
0.0001758,1,-0.0155462,-0.000101555,-0.000101555,-9.95646e-05,-1.99005e-06
0.0001759,1,-0.00558969,-0.000100559,-0.000100559,-0.000100124,-4.35439e-07
0.000176,1,0.00442266,-9.95577e-05,-9.95577e-05,-9.96813e-05,1.2353e-07
0.0001761,1,0.0143908,-9.85609e-05,-9.85609e-05,-9.82422e-05,-3.18736e-07
0.0001762,1,0.024215,-9.75785e-05,-9.75785e-05,-9.58207e-05,-1.75781e-06
0.0001763,1,0.0337971,-9.66203e-05,-9.66203e-05,-9.2441e-05,-4.17931e-06
0.0001764,1,0.0430412,-9.56959e-05,-9.56959e-05,-8.81369e-05,-7.55902e-06
0.0001765,1,0.0518549,-9.48145e-05,-9.48145e-05,-8.29514e-05,-1.18631e-05
0.0001766,1,0.06015,-9.3985e-05,-9.3985e-05,-7.69364e-05,-1.70486e-05
0.0001767,1,0.0678436,-9.32156e-05,-9.32156e-05,-7.0152e-05,-2.30636e-05
0.0001768,1,0.0748588,-9.25141e-05,-9.25141e-05,-6.26661e-05,-2.9848e-05
0.0001769,1,0.0811254,-9.18875e-05,-9.18875e-05,-5.45536e-05,-3.73339e-05
0.000177,1,0.0865808,-9.13419e-05,-9.13419e-05,-4.58955e-05,-4.54464e-05
0.0001771,1,0.0911704,-9.0883e-05,-9.0883e-05,-3.67785e-05,-5.41045e-05
0.0001772,1,0.0948482,-9.05152e-05,-9.05152e-05,-2.72936e-05,-6.32215e-05
0.0001773,1,0.0975776,-9.02422e-05,-9.02422e-05,-1.75359e-05,-7.27064e-05
0.0001774,1,0.0993312,-9.00669e-05,-9.00669e-05,-7.60278e-06,-8.24641e-05
0.0001775,1,0.100091,-8.99909e-05,-8.99909e-05,2.40637e-06,-9.23972e-05
0.0001776,1,0.0998508,-9.00149e-05,-9.00149e-05,1.23914e-05,-0.000102406
0.0001777,1,0.0986117,-9.01388e-05,-9.01388e-05,2.22526e-05,-0.000112391
0.0001778,1,0.0963864,-9.03614e-05,-9.03614e-05,3.18913e-05,-0.000122253
0.0001779,1,0.0931973,-9.06803e-05,-9.06803e-05,4.1211e-05,-0.000131891
0.000178,1,0.0890762,-9.10924e-05,-9.10924e-05,5.01186e-05,-0.000141211
0.0001781,1,0.0840643,-9.15936e-05,-9.15936e-05,5.8525e-05,-0.000150119
0.0001782,1,0.0782118,-9.21788e-05,-9.21788e-05,6.63462e-05,-0.000158525
0.0001783,1,0.0715772,-9.28423e-05,-9.28423e-05,7.35039e-05,-0.000166346
0.0001784,1,0.0642268,-9.35773e-05,-9.35773e-05,7.99266e-05,-0.000173504
0.0001785,1,0.0562341,-9.43766e-05,-9.43766e-05,8.555e-05,-0.000179927
0.0001786,1,0.0476791,-9.52321e-05,-9.52321e-05,9.03179e-05,-0.00018555
0.0001787,1,0.0386473,-9.61353e-05,-9.61353e-05,9.41827e-05,-0.000190318
0.0001788,1,0.0292291,-9.70771e-05,-9.70771e-05,9.71056e-05,-0.000194183
0.0001789,1,0.0195185,-9.80481e-05,-9.80481e-05,9.90574e-05,-0.000197106
0.000179,1,0.00961277,-9.90387e-05,-9.90387e-05,0.000100019,-0.000199057
0.0001791,1,-0.000389097,-0.000100039,-0.000100039,9.99798e-05,-0.000200019
0.0001792,1,-0.0103871,-0.000101039,-0.000101039,9.89411e-05,-0.00019998
0.0001793,1,-0.0202812,-0.000102028,-0.000102028,9.6913e-05,-0.000198941
0.0001794,1,-0.0299725,-0.000102997,-0.000102997,9.39157e-05,-0.000196913
0.0001795,1,-0.0393641,-0.000103936,-0.000103936,8.99793e-05,-0.000193916
0.0001796,1,-0.048362,-0.000104836,-0.000104836,8.51431e-05,-0.000189979
0.0001797,1,-0.0568763,-0.000105688,-0.000105688,7.94555e-05,-0.000185143
0.0001798,1,-0.0648218,-0.000106482,-0.000106482,7.29733e-05,-0.000179455
0.0001799,1,-0.0721192,-0.000107212,-0.000107212,6.57614e-05,-0.000172973
0.00018,1,-0.0786953,-0.00010787,-0.00010787,5.78919e-05,-0.000165761
0.0001801,1,-0.0844845,-0.000108448,-0.000108448,4.94434e-05,-0.000157892
0.0001802,1,-0.0894288,-0.000108943,-0.000108943,4.05005e-05,-0.000149443
0.0001803,1,-0.0934789,-0.000109348,-0.000109348,3.11526e-05,-0.000140501
0.0001804,1,-0.0965942,-0.000109659,-0.000109659,2.14932e-05,-0.000131153
0.0001805,1,-0.0987435,-0.000109874,-0.000109874,1.16189e-05,-0.000121493
0.0001806,1,-0.0999054,-0.000109991,-0.000109991,1.62833e-06,-0.000111619
0.0001807,1,-0.100068,-0.000110007,-0.000110007,-8.37849e-06,-0.000101628
0.0001808,1,-0.0992303,-0.000109923,-0.000109923,-1.83015e-05,-9.16215e-05
0.0001809,1,-0.0974002,-0.00010974,-0.00010974,-2.80415e-05,-8.16985e-05
0.000181,1,-0.094596,-0.00010946,-0.00010946,-3.75011e-05,-7.19585e-05
0.0001811,1,-0.0908459,-0.000109085,-0.000109085,-4.65857e-05,-6.24989e-05
0.0001812,1,-0.0861873,-0.000108619,-0.000108619,-5.52045e-05,-5.34143e-05
0.0001813,1,-0.0806669,-0.000108067,-0.000108067,-6.32712e-05,-4.47955e-05
0.0001814,1,-0.0743398,-0.000107434,-0.000107434,-7.07051e-05,-3.67288e-05
0.0001815,1,-0.0672693,-0.000106727,-0.000106727,-7.74321e-05,-2.92949e-05
0.0001816,1,-0.0595261,-0.000105953,-0.000105953,-8.33847e-05,-2.25679e-05
0.0001817,1,-0.0511876,-0.000105119,-0.000105119,-8.85034e-05,-1.66153e-05
0.0001818,1,-0.0423373,-0.000104234,-0.000104234,-9.27372e-05,-1.14966e-05
0.0001819,1,-0.0330635,-0.000103306,-0.000103306,-9.60435e-05,-7.26284e-06
0.000182,1,-0.0234592,-0.000102346,-0.000102346,-9.83894e-05,-3.95649e-06
0.0001821,1,-0.0136202,-0.000101362,-0.000101362,-9.97515e-05,-1.61057e-06
0.0001822,1,-0.0036451,-0.000100365,-0.000100365,-0.000100116,-2.48544e-07
0.0001823,1,0.0063665,-9.93634e-05,-9.93634e-05,-9.94793e-05,1.15965e-07
0.0001824,1,0.0163144,-9.83686e-05,-9.83686e-05,-9.78479e-05,-5.20685e-07
0.0001825,1,0.0260992,-9.73901e-05,-9.73901e-05,-9.5238e-05,-2.15213e-06
0.0001826,1,0.035623,-9.64377e-05,-9.64377e-05,-9.16756e-05,-4.76205e-06
0.0001827,1,0.0447906,-9.55209e-05,-9.55209e-05,-8.71966e-05,-8.32435e-06
0.0001828,1,0.0535102,-9.4649e-05,-9.4649e-05,-8.18456e-05,-1.28034e-05
0.0001829,1,0.0616948,-9.38305e-05,-9.38305e-05,-7.56761e-05,-1.81544e-05
0.000183,1,0.0692624,-9.30738e-05,-9.30738e-05,-6.87498e-05,-2.43239e-05
0.0001831,1,0.0761374,-9.23863e-05,-9.23863e-05,-6.11361e-05,-3.12502e-05
0.0001832,1,0.082251,-9.17749e-05,-9.17749e-05,-5.2911e-05,-3.88639e-05
0.0001833,1,0.0875421,-9.12458e-05,-9.12458e-05,-4.41568e-05,-4.7089e-05
0.0001834,1,0.0919578,-9.08042e-05,-9.08042e-05,-3.4961e-05,-5.58432e-05
0.0001835,1,0.0954539,-9.04546e-05,-9.04546e-05,-2.54156e-05,-6.5039e-05
0.0001836,1,0.0979954,-9.02005e-05,-9.02005e-05,-1.56161e-05,-7.45844e-05
0.0001837,1,0.0995571,-9.00443e-05,-9.00443e-05,-5.66038e-06,-8.43839e-05
0.0001838,1,0.100123,-8.99877e-05,-8.99877e-05,4.35193e-06,-9.43396e-05
0.0001839,1,0.0996879,-9.00312e-05,-9.00312e-05,1.43207e-05,-0.000104352
0.000184,1,0.0982558,-9.01744e-05,-9.01744e-05,2.41463e-05,-0.000114321
0.0001841,1,0.0958412,-9.04159e-05,-9.04159e-05,3.37304e-05,-0.000124146
0.0001842,1,0.0924682,-9.07532e-05,-9.07532e-05,4.29772e-05,-0.00013373
0.0001843,1,0.0881704,-9.1183e-05,-9.1183e-05,5.17943e-05,-0.000142977
0.0001844,1,0.082991,-9.17009e-05,-9.17009e-05,6.00934e-05,-0.000151794
0.0001845,1,0.0769817,-9.23018e-05,-9.23018e-05,6.77915e-05,-0.000160093
0.0001846,1,0.0702025,-9.29797e-05,-9.29797e-05,7.48118e-05,-0.000167792
0.0001847,1,0.0627213,-9.37279e-05,-9.37279e-05,8.10839e-05,-0.000174812
0.0001848,1,0.0546129,-9.45387e-05,-9.45387e-05,8.65452e-05,-0.000181084
0.0001849,1,0.0459584,-9.54042e-05,-9.54042e-05,9.11411e-05,-0.000186545
0.000185,1,0.0368443,-9.63156e-05,-9.63156e-05,9.48255e-05,-0.000191141
0.0001851,1,0.0273618,-9.72638e-05,-9.72638e-05,9.75617e-05,-0.000194825
0.0001852,1,0.0176056,-9.82394e-05,-9.82394e-05,9.93222e-05,-0.000197562
0.0001853,1,0.00767337,-9.92327e-05,-9.92327e-05,0.00010009,-0.000199322
0.0001854,1,-0.00233559,-0.000100234,-0.000100234,9.9856e-05,-0.00020009
0.0001855,1,-0.0123212,-0.000101232,-0.000101232,9.86239e-05,-0.000199856
0.0001856,1,-0.0221836,-0.000102218,-0.000102218,9.64055e-05,-0.000198624
0.0001857,1,-0.0318241,-0.000103182,-0.000103182,9.32231e-05,-0.000196406
0.0001858,1,-0.0411464,-0.000104115,-0.000104115,8.91085e-05,-0.000193223
0.0001859,1,-0.0500573,-0.000105006,-0.000105006,8.41027e-05,-0.000189108
0.000186,1,-0.0584676,-0.000105847,-0.000105847,7.8256e-05,-0.000184103
0.0001861,1,-0.0662932,-0.000106629,-0.000106629,7.16267e-05,-0.000178256
0.0001862,1,-0.0734558,-0.000107346,-0.000107346,6.42811e-05,-0.000171627
0.0001863,1,-0.0798839,-0.000107988,-0.000107988,5.62927e-05,-0.000164281
0.0001864,1,-0.0855132,-0.000108551,-0.000108551,4.77414e-05,-0.000156293
0.0001865,1,-0.0902873,-0.000109029,-0.000109029,3.87126e-05,-0.000147741
0.0001866,1,-0.0941586,-0.000109416,-0.000109416,2.92968e-05,-0.000138713
0.0001867,1,-0.0970883,-0.000109709,-0.000109709,1.9588e-05,-0.000129297
0.0001868,1,-0.0990471,-0.000109905,-0.000109905,9.68324e-06,-0.000119588
0.0001869,1,-0.100015,-0.000110002,-0.000110002,-3.18297e-07,-0.000109683
0.000187,1,-0.0999836,-0.000109998,-0.000109998,-1.03167e-05,-9.96817e-05
0.0001871,1,-0.0989519,-0.000109895,-0.000109895,-2.02118e-05,-8.96833e-05
0.0001872,1,-0.0969307,-0.000109693,-0.000109693,-2.99049e-05,-7.97882e-05
0.0001873,1,-0.0939402,-0.000109394,-0.000109394,-3.92989e-05,-7.00951e-05
0.0001874,1,-0.0900103,-0.000109001,-0.000109001,-4.83e-05,-6.07011e-05
0.0001875,1,-0.0851803,-0.000108518,-0.000108518,-5.6818e-05,-5.17e-05
0.0001876,1,-0.0794985,-0.00010795,-0.00010795,-6.47679e-05,-4.3182e-05
0.0001877,1,-0.0730218,-0.000107302,-0.000107302,-7.207e-05,-3.52321e-05
0.0001878,1,-0.0658148,-0.000106581,-0.000106581,-7.86515e-05,-2.793e-05
0.0001879,1,-0.0579496,-0.000105795,-0.000105795,-8.44465e-05,-2.13485e-05
0.000188,1,-0.049505,-0.00010495,-0.00010495,-8.9397e-05,-1.55535e-05
0.0001881,1,-0.0405653,-0.000104057,-0.000104057,-9.34535e-05,-1.0603e-05
0.0001882,1,-0.0312199,-0.000103122,-0.000103122,-9.65755e-05,-6.5465e-06
0.0001883,1,-0.0215624,-0.000102156,-0.000102156,-9.87317e-05,-3.42451e-06
0.0001884,1,-0.0116892,-0.000101169,-0.000101169,-9.99006e-05,-1.26827e-06
0.0001885,1,-0.00169912,-0.00010017,-0.00010017,-0.000100071,-9.93561e-08
0.0001886,1,0.00830793,-9.91692e-05,-9.91692e-05,-9.92398e-05,7.0556e-08
0.0001887,1,0.0182319,-9.81768e-05,-9.81768e-05,-9.74166e-05,-7.60237e-07
0.0001888,1,0.0279736,-9.72026e-05,-9.72026e-05,-9.46192e-05,-2.58343e-06
0.0001889,1,0.0374355,-9.62565e-05,-9.62565e-05,-9.08757e-05,-5.38079e-06
0.000189,1,0.0465231,-9.53477e-05,-9.53477e-05,-8.62234e-05,-9.12433e-06
0.0001891,1,0.0551454,-9.44855e-05,-9.44855e-05,-8.07088e-05,-1.37766e-05
0.0001892,1,0.0632163,-9.36784e-05,-9.36784e-05,-7.43872e-05,-1.92912e-05
0.0001893,1,0.070655,-9.29345e-05,-9.29345e-05,-6.73217e-05,-2.56128e-05
0.0001894,1,0.0773872,-9.22613e-05,-9.22613e-05,-5.9583e-05,-3.26783e-05
0.0001895,1,0.0833455,-9.16655e-05,-9.16655e-05,-5.12484e-05,-4.0417e-05
0.0001896,1,0.0884703,-9.1153e-05,-9.1153e-05,-4.24014e-05,-4.87516e-05
0.0001897,1,0.0927104,-9.0729e-05,-9.0729e-05,-3.31304e-05,-5.75986e-05
0.0001898,1,0.0960235,-9.03977e-05,-9.03977e-05,-2.3528e-05,-6.68696e-05
0.0001899,1,0.0983763,-9.01624e-05,-9.01624e-05,-1.36904e-05,-7.6472e-05
0.00019,1,0.0997453,-9.00255e-05,-9.00255e-05,-3.71585e-06,-8.63096e-05
0.0001901,1,0.100117,-8.99883e-05,-8.99883e-05,6.29584e-06,-9.62842e-05
0.0001902,1,0.0994873,-9.00513e-05,-9.00513e-05,1.62446e-05,-0.000106296
0.0001903,1,0.0978629,-9.02137e-05,-9.02137e-05,2.60309e-05,-0.000116245
0.0001904,1,0.0952598,-9.0474e-05,-9.0474e-05,3.55568e-05,-0.000126031
0.0001905,1,0.0917041,-9.08296e-05,-9.08296e-05,4.47272e-05,-0.000135557
0.0001906,1,0.0872314,-9.12769e-05,-9.12769e-05,5.34504e-05,-0.000144727
0.0001907,1,0.0818863,-9.18114e-05,-9.18114e-05,6.1639e-05,-0.00015345
0.0001908,1,0.0757224,-9.24278e-05,-9.24278e-05,6.92113e-05,-0.000161639
0.0001909,1,0.0688013,-9.31199e-05,-9.31199e-05,7.60914e-05,-0.000169211
0.000191,1,0.0611922,-9.38808e-05,-9.38808e-05,8.22106e-05,-0.000176091
0.0001911,1,0.0529711,-9.47029e-05,-9.47029e-05,8.75077e-05,-0.000182211
0.0001912,1,0.0442203,-9.5578e-05,-9.5578e-05,9.19297e-05,-0.000187508
0.0001913,1,0.0350274,-9.64973e-05,-9.64973e-05,9.54325e-05,-0.00019193
0.0001914,1,0.0254841,-9.74516e-05,-9.74516e-05,9.79809e-05,-0.000195432
0.0001915,1,0.015686,-9.84314e-05,-9.84314e-05,9.95495e-05,-0.000197981
0.0001916,1,0.00573107,-9.94269e-05,-9.94269e-05,0.000100123,-0.000199549
0.0001917,1,-0.00428119,-0.000100428,-0.000100428,9.96945e-05,-0.000200123
0.0001918,1,-0.0142506,-0.000101425,-0.000101425,9.82694e-05,-0.000199694
0.0001919,1,-0.0240776,-0.000102408,-0.000102408,9.58617e-05,-0.000198269
0.000192,1,-0.0336637,-0.000103366,-0.000103366,9.24953e-05,-0.000195862
0.0001921,1,-0.0429133,-0.000104291,-0.000104291,8.8204e-05,-0.000192495
0.0001922,1,-0.0517337,-0.000105173,-0.000105173,8.30306e-05,-0.000188204
0.0001923,1,-0.0600367,-0.000106004,-0.000106004,7.70269e-05,-0.000183031
0.0001924,1,-0.0677394,-0.000106774,-0.000106774,7.0253e-05,-0.000177027
0.0001925,1,-0.0747647,-0.000107476,-0.000107476,6.27765e-05,-0.000170253
0.0001926,1,-0.0810424,-0.000108104,-0.000108104,5.46723e-05,-0.000162777
0.0001927,1,-0.0865096,-0.000108651,-0.000108651,4.60213e-05,-0.000154672
0.0001928,1,-0.0911117,-0.000109111,-0.000109111,3.69101e-05,-0.000146021
0.0001929,1,-0.0948027,-0.00010948,-0.00010948,2.74299e-05,-0.00013691
0.000193,1,-0.0975457,-0.000109755,-0.000109755,1.76753e-05,-0.00012743
0.0001931,1,-0.0993133,-0.000109931,-0.000109931,7.74396e-06,-0.000117675
0.0001932,1,-0.100088,-0.000110009,-0.000110009,-2.2648e-06,-0.000107744
0.0001933,1,-0.0998612,-0.000109986,-0.000109986,-1.22509e-05,-9.77352e-05
0.0001934,1,-0.0986361,-0.000109864,-0.000109864,-2.21145e-05,-8.77491e-05
0.0001935,1,-0.0964246,-0.000109642,-0.000109642,-3.1757e-05,-7.78855e-05
0.0001936,1,-0.0932489,-0.000109325,-0.000109325,-4.10819e-05,-6.8243e-05
0.0001937,1,-0.0891407,-0.000108914,-0.000108914,-4.9996e-05,-5.89181e-05
0.0001938,1,-0.0841411,-0.000108414,-0.000108414,-5.84101e-05,-5.0004e-05
0.0001939,1,-0.0783001,-0.00010783,-0.00010783,-6.62401e-05,-4.15899e-05
0.000194,1,-0.0716761,-0.000107168,-0.000107168,-7.34077e-05,-3.37599e-05
0.0001941,1,-0.0643354,-0.000106434,-0.000106434,-7.98412e-05,-2.65923e-05
0.0001942,1,-0.0563512,-0.000105635,-0.000105635,-8.54764e-05,-2.01588e-05
0.0001943,1,-0.0478036,-0.00010478,-0.00010478,-9.02567e-05,-1.45236e-05
0.0001944,1,-0.0387779,-0.000103878,-0.000103878,-9.41345e-05,-9.74328e-06
0.0001945,1,-0.0293645,-0.000102936,-0.000102936,-9.7071e-05,-5.86549e-06
0.0001946,1,-0.0196574,-0.000101966,-0.000101966,-9.90367e-05,-2.92904e-06
0.0001947,1,-0.00975371,-0.000100975,-0.000100975,-0.000100012,-9.63302e-07
0.0001948,1,0.000247497,-9.99753e-05,-9.99753e-05,-9.99873e-05,1.20694e-08
0.0001949,1,0.0102462,-9.89754e-05,-9.89754e-05,-9.89627e-05,-1.26804e-08
0.000195,1,0.0201425,-9.79858e-05,-9.79858e-05,-9.69484e-05,-1.0373e-06
0.0001951,1,0.0298373,-9.70163e-05,-9.70163e-05,-9.39647e-05,-3.05155e-06
0.0001952,1,0.0392338,-9.60766e-05,-9.60766e-05,-9.00413e-05,-6.03529e-06
0.0001953,1,0.0482379,-9.51762e-05,-9.51762e-05,-8.52175e-05,-9.95867e-06
0.0001954,1,0.0567597,-9.4324e-05,-9.4324e-05,-7.95416e-05,-1.47825e-05
0.0001955,1,0.0647139,-9.35286e-05,-9.35286e-05,-7.30702e-05,-2.04584e-05
0.0001956,1,0.0720209,-9.27979e-05,-9.27979e-05,-6.58681e-05,-2.69298e-05
0.0001957,1,0.0786077,-9.21392e-05,-9.21392e-05,-5.80073e-05,-3.41319e-05
0.0001958,1,0.0844084,-9.15592e-05,-9.15592e-05,-4.95665e-05,-4.19927e-05
0.0001959,1,0.0893651,-9.10635e-05,-9.10635e-05,-4.063e-05,-5.04335e-05
0.000196,1,0.0934281,-9.06572e-05,-9.06572e-05,-3.12872e-05,-5.937e-05
0.0001961,1,0.0965568,-9.03443e-05,-9.03443e-05,-2.16315e-05,-6.87128e-05
0.0001962,1,0.0987199,-9.0128e-05,-9.0128e-05,-1.17595e-05,-7.83685e-05
0.0001963,1,0.0998959,-9.00104e-05,-9.00104e-05,-1.76991e-06,-8.82405e-05
0.0001964,1,0.100073,-8.99927e-05,-8.99927e-05,8.23738e-06,-9.82301e-05
0.0001965,1,0.0992491,-9.00751e-05,-9.00751e-05,1.81623e-05,-0.000108237
0.0001966,1,0.0974329,-9.02567e-05,-9.02567e-05,2.79056e-05,-0.000118162
0.0001967,1,0.0946423,-9.05358e-05,-9.05358e-05,3.73698e-05,-0.000127906
0.0001968,1,0.0909054,-9.09095e-05,-9.09095e-05,4.64604e-05,-0.00013737
0.0001969,1,0.0862593,-9.13741e-05,-9.13741e-05,5.50863e-05,-0.00014646
0.000197,1,0.0807507,-9.19249e-05,-9.19249e-05,6.31614e-05,-0.000155086
0.0001971,1,0.0744346,-9.25565e-05,-9.25565e-05,7.06048e-05,-0.000163161
0.0001972,1,0.0673741,-9.32626e-05,-9.32626e-05,7.73422e-05,-0.000170605
0.0001973,1,0.0596399,-9.4036e-05,-9.4036e-05,8.33062e-05,-0.000177342
0.0001974,1,0.0513092,-9.48691e-05,-9.48691e-05,8.84371e-05,-0.000183306
0.0001975,1,0.0424655,-9.57534e-05,-9.57534e-05,9.26837e-05,-0.000188437
0.0001976,1,0.0331972,-9.66803e-05,-9.66803e-05,9.60034e-05,-0.000192684
0.0001977,1,0.0235968,-9.76403e-05,-9.76403e-05,9.83631e-05,-0.000196003
0.0001978,1,0.0137605,-9.86239e-05,-9.86239e-05,9.97391e-05,-0.000198363
0.0001979,1,0.0037866,-9.96213e-05,-9.96213e-05,0.000100118,-0.000199739
0.000198,1,-0.00622518,-0.000100623,-0.000100623,9.94953e-05,-0.000200118
0.0001981,1,-0.0161747,-0.000101617,-0.000101617,9.78778e-05,-0.000199495
0.0001982,1,-0.0259625,-0.000102596,-0.000102596,9.52816e-05,-0.000197878
0.0001983,1,-0.0354906,-0.000103549,-0.000103549,9.17325e-05,-0.000195282
0.0001984,1,-0.0446639,-0.000104466,-0.000104466,8.72661e-05,-0.000191732
0.0001985,1,-0.0533905,-0.000105339,-0.000105339,8.19271e-05,-0.000187266
0.0001986,1,-0.0615832,-0.000106158,-0.000106158,7.57687e-05,-0.000181927
0.0001987,1,-0.0691601,-0.000106916,-0.000106916,6.88527e-05,-0.000175769
0.0001988,1,-0.0760454,-0.000107605,-0.000107605,6.12482e-05,-0.000168853
0.0001989,1,-0.0821702,-0.000108217,-0.000108217,5.30312e-05,-0.000161248
0.000199,1,-0.0874733,-0.000108747,-0.000108747,4.42838e-05,-0.000153031
0.0001991,1,-0.0919017,-0.00010919,-0.00010919,3.50937e-05,-0.000144284
0.0001992,1,-0.095411,-0.000109541,-0.000109541,2.55526e-05,-0.000135094
0.0001993,1,-0.0979663,-0.000109797,-0.000109797,1.57559e-05,-0.000125553
0.0001994,1,-0.0995419,-0.000109954,-0.000109954,5.80175e-06,-0.000115756
0.0001995,1,-0.100122,-0.000110012,-0.000110012,-4.21046e-06,-0.000105802
0.0001996,1,-0.099701,-0.00010997,-0.00010997,-1.41806e-05,-9.57895e-05
0.0001997,1,-0.098283,-0.000109828,-0.000109828,-2.40089e-05,-8.58194e-05
0.0001998,1,-0.0958821,-0.000109588,-0.000109588,-3.35971e-05,-7.59911e-05
0.0001999,1,-0.0925224,-0.000109252,-0.000109252,-4.28493e-05,-6.64029e-05
0.0002,1,-0.0882374,-0.000108824,-0.000108824,-5.1673e-05,-5.71507e-05
0.0002001,1,-0.0830701,-0.000108307,-0.000108307,-5.99801e-05,-4.8327e-05
0.0002002,1,-0.0770721,-0.000107707,-0.000107707,-6.76873e-05,-4.00199e-05
0.0002003,1,-0.0703034,-0.00010703,-0.00010703,-7.47176e-05,-3.23127e-05
0.0002004,1,-0.0628316,-0.000106283,-0.000106283,-8.10008e-05,-2.52824e-05
0.0002005,1,-0.0547316,-0.000105473,-0.000105473,-8.64739e-05,-1.89992e-05
0.0002006,1,-0.0460842,-0.000104608,-0.000104608,-9.10823e-05,-1.35261e-05
0.0002007,1,-0.0369759,-0.000103698,-0.000103698,-9.47799e-05,-8.91765e-06
0.0002008,1,-0.0274979,-0.00010275,-0.00010275,-9.75297e-05,-5.22006e-06
0.0002009,1,-0.017745,-0.000101774,-0.000101774,-9.93042e-05,-2.47026e-06
0.000201,1,-0.00781455,-0.000100781,-0.000100781,-0.000100086,-6.95765e-07
0.0002011,1,0.00219402,-9.97806e-05,-9.97806e-05,-9.98663e-05,8.56897e-08
0.0002012,1,0.0121807,-9.87819e-05,-9.87819e-05,-9.86482e-05,-1.33712e-07
0.0002013,1,0.0220455,-9.77955e-05,-9.77955e-05,-9.64437e-05,-1.35178e-06
0.0002014,1,0.0316898,-9.6831e-05,-9.6831e-05,-9.32747e-05,-3.55632e-06
0.0002015,1,0.0410173,-9.58983e-05,-9.58983e-05,-8.9173e-05,-6.72531e-06
0.0002016,1,0.0499346,-9.50065e-05,-9.50065e-05,-8.41795e-05,-1.0827e-05
0.0002017,1,0.0583526,-9.41647e-05,-9.41647e-05,-7.83442e-05,-1.58205e-05
