time,V(N001),V(N002),I(V1),I(R1),I(C1),I(L1)
4.2e-06,2.02639,-0.163094,-0.000218948,-0.000218948,0.000107031,-0.000325979
4.3e-06,2.02701,-0.173797,-0.000220081,-0.000220081,8.95883e-05,-0.000309669
4.4e-06,2.02764,-0.182756,-0.00022104,-0.00022104,7.12499e-05,-0.00029229
4.5e-06,2.02827,-0.189881,-0.000221815,-0.000221815,5.21989e-05,-0.000274014
4.6e-06,2.0289,-0.195101,-0.0002224,-0.0002224,3.2626e-05,-0.000255026
4.7e-06,2.02953,-0.198364,-0.000222789,-0.000222789,1.27268e-05,-0.000235516
4.8e-06,2.03015,-0.199636,-0.000222979,-0.000222979,-7.2996e-06,-0.00021568
4.9e-06,2.03078,-0.198906,-0.000222969,-0.000222969,-2.72531e-05,-0.000195716
5e-06,2.03141,-0.196181,-0.000222759,-0.000222759,-4.6934e-05,-0.000175825
5.1e-06,2.03204,-0.191488,-0.000222353,-0.000222353,-6.61455e-05,-0.000156207
5.2e-06,2.03267,-0.184873,-0.000221754,-0.000221754,-8.46957e-05,-0.000137058
5.3e-06,2.03329,-0.176404,-0.00022097,-0.00022097,-0.000102399,-0.000118571
5.4e-06,2.03392,-0.166164,-0.000220009,-0.000220009,-0.000119078,-0.000100931
5.5e-06,2.03455,-0.154256,-0.000218881,-0.000218881,-0.000134566,-8.43143e-05
5.6e-06,2.03518,-0.140799,-0.000217598,-0.000217598,-0.000148709,-6.88887e-05
5.7e-06,2.03581,-0.125928,-0.000216173,-0.000216173,-0.000161365,-5.48087e-05
5.8e-06,2.03643,-0.109792,-0.000214623,-0.000214623,-0.000172407,-4.22159e-05
5.9e-06,2.03706,-0.0925513,-0.000212961,-0.000212961,-0.000181725,-3.12367e-05
6e-06,2.03769,-0.0743788,-0.000211207,-0.000211207,-0.000189225,-2.19816e-05
6.1e-06,2.03832,-0.0554563,-0.000209377,-0.000209377,-0.000194834,-1.45437e-05
6.2e-06,2.03895,-0.0359729,-0.000207492,-0.000207492,-0.000198494,-8.99808e-06
6.3e-06,2.03957,-0.0161235,-0.00020557,-0.00020557,-0.000200169,-5.40079e-06
6.4e-06,2.0402,0.00389338,-0.000203631,-0.000203631,-0.000199842,-3.78844e-06
6.5e-06,2.04083,0.0238776,-0.000201695,-0.000201695,-0.000197517,-4.17778e-06
6.6e-06,2.04146,0.0436294,-0.000199783,-0.000199783,-0.000193217,-6.56554e-06
6.7e-06,2.04208,0.0629511,-0.000197913,-0.000197913,-0.000186985,-1.09285e-05
6.8e-06,2.04271,0.0816496,-0.000196106,-0.000196106,-0.000178883,-1.72236e-05
6.9e-06,2.04334,0.0995378,-0.00019438,-0.00019438,-0.000168992,-2.53885e-05
7e-06,2.04397,0.116437,-0.000192753,-0.000192753,-0.000157411,-3.53423e-05
7.1e-06,2.0446,0.132178,-0.000191242,-0.000191242,-0.000144256,-4.6986e-05
7.2e-06,2.04522,0.146604,-0.000189862,-0.000189862,-0.000129658,-6.02038e-05
7.3e-06,2.04585,0.159569,-0.000188628,-0.000188628,-0.000113764,-7.48642e-05
7.4e-06,2.04648,0.170946,-0.000187553,-0.000187553,-9.67321e-05,-9.08212e-05
7.5e-06,2.04711,0.180619,-0.000186649,-0.000186649,-7.8733e-05,-0.000107916
7.6e-06,2.04773,0.188492,-0.000185924,-0.000185924,-5.99465e-05,-0.000125978
7.7e-06,2.04836,0.194487,-0.000185387,-0.000185387,-4.05606e-05,-0.000144827
7.8e-06,2.04899,0.198543,-0.000185045,-0.000185045,-2.0769e-05,-0.000164276
7.9e-06,2.04962,0.20062,-0.0001849,-0.0001849,-7.6977e-07,-0.00018413
8e-06,2.05024,0.200697,-0.000184955,-0.000184955,1.92372e-05,-0.000204192
8.1e-06,2.05087,0.198773,-0.00018521,-0.00018521,3.90517e-05,-0.000224262
8.2e-06,2.0515,0.194868,-0.000185663,-0.000185663,5.84758e-05,-0.000244139
8.3e-06,2.05213,0.189021,-0.000186311,-0.000186311,7.73151e-05,-0.000263626
8.4e-06,2.05275,0.181289,-0.000187147,-0.000187147,9.53813e-05,-0.000282528
8.5e-06,2.05338,0.171751,-0.000188163,-0.000188163,0.000112494,-0.000300657
8.6e-06,2.05401,0.160502,-0.000189351,-0.000189351,0.000128481,-0.000317832
8.7e-06,2.05464,0.147653,-0.000190698,-0.000190698,0.000143184,-0.000333882
8.8e-06,2.05526,0.133335,-0.000192193,-0.000192193,0.000156454,-0.000348647
8.9e-06,2.05589,0.11769,-0.00019382,-0.00019382,0.000168161,-0.000361981
9e-06,2.05652,0.100874,-0.000195564,-0.000195564,0.000178185,-0.00037375
9.1e-06,2.05715,0.083055,-0.000197409,-0.000197409,0.000186428,-0.000383837
9.2e-06,2.05777,0.0644122,-0.000199336,-0.000199336,0.000192807,-0.000392143
9.3e-06,2.0584,0.0451316,-0.000201327,-0.000201327,0.000197257,-0.000398584
9.4e-06,2.05903,0.0254059,-0.000203362,-0.000203362,0.000199735,-0.000403097
9.5e-06,2.05965,0.0054324,-0.000205422,-0.000205422,0.000200215,-0.000405638
9.6e-06,2.06028,-0.0145891,-0.000207487,-0.000207487,0.000198694,-0.000406181
9.7e-06,2.06091,-0.0344585,-0.000209537,-0.000209537,0.000195185,-0.000404722
9.8e-06,2.06154,-0.053977,-0.000211551,-0.000211551,0.000189725,-0.000401276
9.9e-06,2.06216,-0.0729495,-0.000213511,-0.000213511,0.000182367,-0.000395878
1e-05,2.06279,-0.0911862,-0.000215398,-0.000215398,0.000173186,-0.000388583
1.01e-05,2.06342,-0.108505,-0.000217192,-0.000217192,0.000162273,-0.000379465
1.02e-05,2.06404,-0.124732,-0.000218878,-0.000218878,0.000149737,-0.000368614
1.03e-05,2.06467,-0.139706,-0.000220438,-0.000220438,0.000135703,-0.000356141
1.04e-05,2.0653,-0.153276,-0.000221857,-0.000221857,0.000120313,-0.000342171
1.05e-05,2.06593,-0.165307,-0.000223123,-0.000223123,0.00010372,-0.000326843
1.06e-05,2.06655,-0.175679,-0.000224223,-0.000224223,8.6089e-05,-0.000310312
1.07e-05,2.06718,-0.184288,-0.000225147,-0.000225147,6.75975e-05,-0.000292744
1.08e-05,2.06781,-0.191048,-0.000225885,-0.000225885,4.843e-05,-0.000274315
1.09e-05,2.06843,-0.195891,-0.000226432,-0.000226432,2.87782e-05,-0.000255211
1.1e-05,2.06906,-0.198769,-0.000226783,-0.000226783,8.83868e-06,-0.000235622
1.11e-05,2.06969,-0.199653,-0.000226934,-0.000226934,-1.11893e-05,-0.000215745
1.12e-05,2.07031,-0.198534,-0.000226885,-0.000226885,-3.11053e-05,-0.000195779
1.13e-05,2.07094,-0.195423,-0.000226636,-0.000226636,-5.07103e-05,-0.000175926
1.14e-05,2.07157,-0.190352,-0.000226192,-0.000226192,-6.98082e-05,-0.000156384
1.15e-05,2.07219,-0.183371,-0.000225557,-0.000225557,-8.8208e-05,-0.000137349
1.16e-05,2.07282,-0.174551,-0.000224737,-0.000224737,-0.000105726,-0.000119011
1.17e-05,2.07345,-0.163978,-0.000223743,-0.000223743,-0.000122186,-0.000101556
1.18e-05,2.07407,-0.151759,-0.000222583,-0.000222583,-0.000137425,-8.51585e-05
1.19e-05,2.0747,-0.138017,-0.000221272,-0.000221272,-0.000151289,-6.99826e-05
1.2e-05,2.07533,-0.122888,-0.000219821,-0.000219821,-0.000163641,-5.61809e-05
1.21e-05,2.07595,-0.106524,-0.000218248,-0.000218248,-0.000174356,-4.38921e-05
1.22e-05,2.07658,-0.0890883,-0.000216567,-0.000216567,-0.000183327,-3.32397e-05
1.23e-05,2.07721,-0.0707556,-0.000214796,-0.000214796,-0.000190465,-2.43309e-05
1.24e-05,2.07783,-0.0517091,-0.000212954,-0.000212954,-0.000195699,-1.72553e-05
1.25e-05,2.07846,-0.0321392,-0.00021106,-0.00021106,-0.000198975,-1.20844e-05
1.26e-05,2.07909,-0.0122417,-0.000209133,-0.000209133,-0.000200262,-8.87051e-06
1.27e-05,2.07971,0.00778455,-0.000207193,-0.000207193,-0.000199546,-7.64635e-06
1.28e-05,2.08034,0.0277392,-0.00020526,-0.00020526,-0.000196835,-8.4248e-06
1.29e-05,2.08096,0.0474227,-0.000203354,-0.000203354,-0.000192155,-1.11987e-05
1.3e-05,2.08159,0.0666382,-0.000201495,-0.000201495,-0.000185554,-1.5941e-05
1.31e-05,2.08222,0.0851937,-0.000199702,-0.000199702,-0.000177098,-2.26048e-05
1.32e-05,2.08284,0.102903,-0.000197994,-0.000197994,-0.00016687,-3.11242e-05
1.33e-05,2.08347,0.11959,-0.000196388,-0.000196388,-0.000154973,-4.14145e-05
1.34e-05,2.0841,0.135088,-0.000194901,-0.000194901,-0.000141527,-5.33736e-05
1.35e-05,2.08472,0.14924,-0.000193548,-0.000193548,-0.000126666,-6.68823e-05
1.36e-05,2.08535,0.161907,-0.000192344,-0.000192344,-0.000110538,-8.18064e-05
1.37e-05,2.08597,0.172961,-0.000191301,-0.000191301,-9.33042e-05,-9.79971e-05
1.38e-05,2.0866,0.182291,-0.000190431,-0.000190431,-7.51377e-05,-0.000115293
1.39e-05,2.08723,0.189805,-0.000189742,-0.000189742,-5.62197e-05,-0.000133522
1.4e-05,2.08785,0.195427,-0.000189242,-0.000189242,-3.67396e-05,-0.000152503
1.41e-05,2.08848,0.199101,-0.000188938,-0.000188938,-1.68921e-05,-0.000172045
1.42e-05,2.0891,0.20079,-0.000188831,-0.000188831,3.12429e-06,-0.000191956
1.43e-05,2.08973,0.200478,-0.000188925,-0.000188925,2.31095e-05,-0.000212035
1.44e-05,2.09035,0.198167,-0.000189219,-0.000189219,4.28636e-05,-0.000232082
1.45e-05,2.09098,0.19388,-0.00018971,-0.00018971,6.2189e-05,-0.000251899
1.46e-05,2.09161,0.187661,-0.000190394,-0.000190394,8.08926e-05,-0.000271287
1.47e-05,2.09223,0.179572,-0.000191266,-0.000191266,9.87873e-05,-0.000290053
1.48e-05,2.09286,0.169693,-0.000192316,-0.000192316,0.000115694,-0.00030801
1.49e-05,2.09348,0.158124,-0.000193536,-0.000193536,0.000131444,-0.00032498
1.5e-05,2.09411,0.14498,-0.000194913,-0.000194913,0.000145879,-0.000340792
1.51e-05,2.09473,0.130392,-0.000196434,-0.000196434,0.000158856,-0.00035529
1.52e-05,2.09536,0.114506,-0.000198085,-0.000198085,0.000170244,-0.000368329
1.53e-05,2.09598,0.0974818,-0.00019985,-0.00019985,0.00017993,-0.00037978
1.54e-05,2.09661,0.0794888,-0.000201712,-0.000201712,0.000187816,-0.000389528
1.55e-05,2.09724,0.0607072,-0.000203653,-0.000203653,0.000193824,-0.000397477
1.56e-05,2.09786,0.0413248,-0.000205654,-0.000205654,0.000197894,-0.000403548
1.57e-05,2.09849,0.0215354,-0.000207695,-0.000207695,0.000199985,-0.00040768
1.58e-05,2.09911,0.00153686,-0.000209757,-0.000209757,0.000200076,-0.000409834
1.59e-05,2.09974,-0.0184708,-0.000211821,-0.000211821,0.000198167,-0.000409987
1.6e-05,2.10036,-0.0382874,-0.000213865,-0.000213865,0.000194275,-0.00040814
1.61e-05,2.10099,-0.057715,-0.00021587,-0.00021587,0.000188441,-0.000404312
1.62e-05,2.10161,-0.0765591,-0.000217817,-0.000217817,0.000180723,-0.00039854
1.63e-05,2.10224,-0.0946314,-0.000219687,-0.000219687,0.000171197,-0.000390884
1.64e-05,2.10286,-0.111751,-0.000221461,-0.000221461,0.00015996,-0.000381421
1.65e-05,2.10349,-0.127747,-0.000223123,-0.000223123,0.000147123,-0.000370246
1.66e-05,2.10411,-0.142459,-0.000224657,-0.000224657,0.000132814,-0.000357471
1.67e-05,2.10474,-0.155741,-0.000226048,-0.000226048,0.000117178,-0.000343225
1.68e-05,2.10536,-0.167459,-0.000227282,-0.000227282,0.000100369,-0.000327651
1.69e-05,2.10599,-0.177495,-0.000228348,-0.000228348,8.25572e-05,-0.000310905
1.7e-05,2.10661,-0.185751,-0.000229236,-0.000229236,6.39196e-05,-0.000293156
1.71e-05,2.10724,-0.192143,-0.000229938,-0.000229938,4.46428e-05,-0.000274581
1.72e-05,2.10786,-0.196607,-0.000230447,-0.000230447,2.49196e-05,-0.000255366
1.73e-05,2.10849,-0.199099,-0.000230758,-0.000230758,4.94717e-06,-0.000235706
1.74e-05,2.10911,-0.199594,-0.00023087,-0.00023087,-1.50747e-05,-0.000215796
1.75e-05,2.10973,-0.198087,-0.000230782,-0.000230782,-3.49458e-05,-0.000195836
1.76e-05,2.11036,-0.194592,-0.000230495,-0.000230495,-5.44675e-05,-0.000176028
1.77e-05,2.11098,-0.189145,-0.000230013,-0.000230013,-7.34444e-05,-0.000156568
1.78e-05,2.11161,-0.181801,-0.000229341,-0.000229341,-9.1687e-05,-0.000137654
1.79e-05,2.11223,-0.172632,-0.000228486,-0.000228486,-0.000109013,-0.000119474
1.8e-05,2.11286,-0.161731,-0.000227459,-0.000227459,-0.000125248,-0.000102211
1.81e-05,2.11348,-0.149206,-0.000226269,-0.000226269,-0.000140231,-8.60375e-05
1.82e-05,2.1141,-0.135183,-0.000224929,-0.000224929,-0.000153812,-7.11169e-05
1.83e-05,2.11473,-0.119802,-0.000223453,-0.000223453,-0.000165855,-5.75986e-05
1.84e-05,2.11535,-0.103216,-0.000221857,-0.000221857,-0.000176239,-4.56184e-05
1.85e-05,2.11598,-0.0855925,-0.000220157,-0.000220157,-0.00018486,-3.52968e-05
1.86e-05,2.1166,-0.0671064,-0.000218371,-0.000218371,-0.000191633,-2.67375e-05
1.87e-05,2.11723,-0.0479431,-0.000216517,-0.000216517,-0.00019649,-2.00269e-05
1.88e-05,2.11785,-0.0282941,-0.000214614,-0.000214614,-0.000199382,-1.52326e-05
1.89e-05,2.11847,-0.00835595,-0.000212683,-0.000212683,-0.00020028,-1.24032e-05
1.9e-05,2.1191,0.011672,-0.000210743,-0.000210743,-0.000199175,-1.15676e-05
1.91e-05,2.11972,0.0315895,-0.000208813,-0.000208813,-0.000196078,-1.27348e-05
1.92e-05,2.12034,0.0511974,-0.000206915,-0.000206915,-0.000191021,-1.58937e-05
1.93e-05,2.12097,0.0702995,-0.000205067,-0.000205067,-0.000184053,-2.10135e-05
1.94e-05,2.12159,0.0887048,-0.000203289,-0.000203289,-0.000175245,-2.80434e-05
1.95e-05,2.12222,0.106229,-0.000201599,-0.000201599,-0.000164685,-3.69139e-05
1.96e-05,2.12284,0.122698,-0.000200014,-0.000200014,-0.000152477,-4.75368e-05
1.97e-05,2.12346,0.137946,-0.000198552,-0.000198552,-0.000138745,-5.98066e-05
1.98e-05,2.12409,0.15182,-0.000197227,-0.000197227,-0.000123625,-7.36012e-05
1.99e-05,2.12471,0.164183,-0.000196053,-0.000196053,-0.00010727,-8.87832e-05
2e-05,2.12533,0.17491,-0.000195042,-0.000195042,-8.98409e-05,-0.000105201
2.01e-05,2.12596,0.183894,-0.000194206,-0.000194206,-7.15139e-05,-0.000122692
2.02e-05,2.12658,0.191045,-0.000193553,-0.000193553,-5.24717e-05,-0.000141082
2.03e-05,2.1272,0.196292,-0.000193091,-0.000193091,-3.29048e-05,-0.000160186
2.04e-05,2.12783,0.199583,-0.000192824,-0.000192824,-1.30089e-05,-0.000179815
2.05e-05,2.12845,0.200884,-0.000192757,-0.000192757,7.01716e-06,-0.000199774
2.06e-05,2.12907,0.200182,-0.000192889,-0.000192889,2.6973e-05,-0.000219862
2.07e-05,2.1297,0.197485,-0.000193221,-0.000193221,4.66592e-05,-0.00023988
2.08e-05,2.13032,0.192819,-0.00019375,-0.00019375,6.58788e-05,-0.000259629
2.09e-05,2.13094,0.186231,-0.000194471,-0.000194471,8.44396e-05,-0.000278911
2.1e-05,2.13156,0.177787,-0.000195378,-0.000195378,0.000102156,-0.000297534
2.11e-05,2.13219,0.167571,-0.000196462,-0.000196462,0.000118851,-0.000315312
2.12e-05,2.13281,0.155686,-0.000197712,-0.000197712,0.000134357,-0.00033207
2.13e-05,2.13343,0.14225,-0.000199118,-0.000199118,0.00014852,-0.000347638
2.14e-05,2.13406,0.127398,-0.000200666,-0.000200666,0.000161197,-0.000361863
2.15e-05,2.13468,0.111279,-0.00020234,-0.00020234,0.000172263,-0.000374603
2.16e-05,2.1353,0.0940524,-0.000204125,-0.000204125,0.000181606,-0.000385731
2.17e-05,2.13592,0.0758918,-0.000206003,-0.000206003,0.000189133,-0.000395136
2.18e-05,2.13655,0.0569785,-0.000207957,-0.000207957,0.000194769,-0.000402725
2.19e-05,2.13717,0.0375016,-0.000209967,-0.000209967,0.000198457,-0.000408423
2.2e-05,2.13779,0.017656,-0.000212013,-0.000212013,0.00020016,-0.000412173
2.21e-05,2.13841,-0.00236001,-0.000214077,-0.000214077,0.000199862,-0.000413939
2.22e-05,2.13903,-0.0223462,-0.000216138,-0.000216138,0.000197565,-0.000413703
2.23e-05,2.13966,-0.0421027,-0.000218176,-0.000218176,0.000193292,-0.000411468
2.24e-05,2.14028,-0.0614319,-0.000220171,-0.000220171,0.000187087,-0.000407258
2.25e-05,2.1409,-0.0801406,-0.000222104,-0.000222104,0.000179011,-0.000401115
2.26e-05,2.14152,-0.0980416,-0.000223956,-0.000223956,0.000169144,-0.000393101
2.27e-05,2.14215,-0.114956,-0.00022571,-0.00022571,0.000157586,-0.000383297
2.28e-05,2.14277,-0.130715,-0.000227348,-0.000227348,0.000144453,-0.000371801
2.29e-05,2.14339,-0.14516,-0.000228855,-0.000228855,0.000129875,-0.00035873
2.3e-05,2.14401,-0.158147,-0.000230216,-0.000230216,0.000113998,-0.000344214
2.31e-05,2.14463,-0.169547,-0.000231418,-0.000231418,9.69808e-05,-0.000328399
2.32e-05,2.14525,-0.179245,-0.00023245,-0.00023245,7.89941e-05,-0.000311444
2.33e-05,2.14588,-0.187145,-0.000233302,-0.000233302,6.02175e-05,-0.00029352
2.34e-05,2.1465,-0.193166,-0.000233966,-0.000233966,4.08387e-05,-0.000274805
2.35e-05,2.14712,-0.19725,-0.000234437,-0.000234437,2.10515e-05,-0.000255488
2.36e-05,2.14774,-0.199355,-0.00023471,-0.00023471,1.05379e-06,-0.000235763
2.37e-05,2.14836,-0.199461,-0.000234782,-0.000234782,-1.89544e-05,-0.000215828
2.38e-05,2.14898,-0.197565,-0.000234655,-0.000234655,-3.87731e-05,-0.000195882
2.39e-05,2.1496,-0.193688,-0.000234329,-0.000234329,-5.82041e-05,-0.000176125
2.4e-05,2.15023,-0.187868,-0.000233809,-0.000233809,-7.70529e-05,-0.000156756
2.41e-05,2.15085,-0.180162,-0.000233101,-0.000233101,-9.51313e-05,-0.00013797
2.42e-05,2.15147,-0.170649,-0.000232212,-0.000232212,-0.000112258,-0.000119953
2.43e-05,2.15209,-0.159423,-0.000231151,-0.000231151,-0.000128263,-0.000102888
2.44e-05,2.15271,-0.146597,-0.000229931,-0.000229931,-0.000142985,-8.69461e-05
2.45e-05,2.15333,-0.132299,-0.000228563,-0.000228563,-0.000156277,-7.22864e-05
2.46e-05,2.15395,-0.116671,-0.000227062,-0.000227062,-0.000168006,-5.90565e-05
2.47e-05,2.15457,-0.0998705,-0.000225444,-0.000225444,-0.000178055,-4.73894e-05
2.48e-05,2.15519,-0.082065,-0.000223726,-0.000223726,-0.000186323,-3.74024e-05
2.49e-05,2.15581,-0.0634326,-0.000221925,-0.000221925,-0.000192729,-2.91959e-05
2.5e-05,2.15643,-0.0441598,-0.000220059,-0.000220059,-0.000197207,-2.28526e-05
2.51e-05,2.15706,-0.0244391,-0.000218149,-0.000218149,-0.000199713,-1.84366e-05
2.52e-05,2.15768,-0.00446781,-0.000216214,-0.000216214,-0.000200222,-1.59927e-05
2.53e-05,2.1583,0.0155544,-0.000214274,-0.000214274,-0.000198728,-1.55459e-05
2.54e-05,2.15892,0.0354272,-0.000212349,-0.000212349,-0.000195248,-1.71014e-05
2.55e-05,2.15954,0.0549519,-0.000210458,-0.000210458,-0.000189814,-2.06441e-05
2.56e-05,2.16016,0.0739334,-0.000208622,-0.000208622,-0.000182483,-2.61393e-05
2.57e-05,2.16078,0.0921817,-0.00020686,-0.00020686,-0.000173327,-3.35326e-05
2.58e-05,2.1614,0.109514,-0.000205188,-0.000205188,-0.000162438,-4.27508e-05
2.59e-05,2.16202,0.125758,-0.000203626,-0.000203626,-0.000149924,-5.37022e-05
2.6e-05,2.16264,0.14075,-0.000202189,-0.000202189,-0.000135911,-6.6278e-05
2.61e-05,2.16326,0.154342,-0.000200892,-0.000200892,-0.000120538,-8.03531e-05
2.62e-05,2.16388,0.166395,-0.000199748,-0.000199748,-0.000103961,-9.57872e-05
2.63e-05,2.1645,0.176791,-0.000198771,-0.000198771,-8.63438e-05,-0.000112427
2.64e-05,2.16512,0.185426,-0.000197969,-0.000197969,-6.78631e-05,-0.000130106
2.65e-05,2.16574,0.192212,-0.000197352,-0.000197352,-4.87039e-05,-0.000148649
2.66e-05,2.16636,0.197083,-0.000196927,-0.000196927,-2.90576e-05,-0.00016787
2.67e-05,2.16698,0.199988,-0.000196699,-0.000196699,-9.12071e-06,-0.000187578
2.68e-05,2.16759,0.2009,-0.000196669,-0.000196669,1.09074e-05,-0.000207577
2.69e-05,2.16821,0.19981,-0.00019684,-0.00019684,3.08264e-05,-0.000227667
2.7e-05,2.16883,0.196727,-0.000197211,-0.000197211,5.04372e-05,-0.000247648
2.71e-05,2.16945,0.191683,-0.000197777,-0.000197777,6.95436e-05,-0.000267321
2.72e-05,2.17007,0.184729,-0.000198534,-0.000198534,8.79546e-05,-0.000286489
2.73e-05,2.17069,0.175933,-0.000199476,-0.000199476,0.000105486,-0.000304962
2.74e-05,2.17131,0.165385,-0.000200593,-0.000200593,0.000121963,-0.000322555
2.75e-05,2.17193,0.153189,-0.000201874,-0.000201874,0.00013722,-0.000339094
2.76e-05,2.17255,0.139467,-0.000203308,-0.000203308,0.000151104,-0.000354412
2.77e-05,2.17317,0.124356,-0.000204881,-0.000204881,0.000163478,-0.000368359
2.78e-05,2.17379,0.108008,-0.000206578,-0.000206578,0.000174217,-0.000380795
2.79e-05,2.1744,0.0905867,-0.000208382,-0.000208382,0.000183214,-0.000391596
2.8e-05,2.17502,0.0722654,-0.000210276,-0.000210276,0.000190378,-0.000400654
2.81e-05,2.17564,0.0532275,-0.000212241,-0.000212241,0.000195639,-0.000407881
2.82e-05,2.17626,0.0336636,-0.00021426,-0.00021426,0.000198944,-0.000413204
2.83e-05,2.17688,0.0137692,-0.000216311,-0.000216311,0.000200259,-0.00041657
2.84e-05,2.1775,-0.00625672,-0.000218375,-0.000218375,0.000199571,-0.000417947
2.85e-05,2.17812,-0.0262139,-0.000220433,-0.000220433,0.000196888,-0.000417321
2.86e-05,2.17873,-0.0459027,-0.000222464,-0.000222464,0.000192236,-0.0004147
2.87e-05,2.17935,-0.0651263,-0.000224448,-0.000224448,0.000185662,-0.00041011
2.88e-05,2.17997,-0.0836925,-0.000226366,-0.000226366,0.000177231,-0.000403597
2.89e-05,2.18059,-0.101416,-0.0002282,-0.0002282,0.000167027,-0.000395228
2.9e-05,2.18121,-0.118118,-0.000229932,-0.000229932,0.000155154,-0.000385086
2.91e-05,2.18182,-0.133634,-0.000231546,-0.000231546,0.000141729,-0.000373274
2.92e-05,2.18244,-0.147806,-0.000233025,-0.000233025,0.000126886,-0.000359911
2.93e-05,2.18306,-0.160495,-0.000234355,-0.000234355,0.000110775,-0.00034513
2.94e-05,2.18368,-0.171573,-0.000235525,-0.000235525,9.35558e-05,-0.000329081
2.95e-05,2.18429,-0.180928,-0.000236522,-0.000236522,7.54012e-05,-0.000311923
2.96e-05,2.18491,-0.188468,-0.000237338,-0.000237338,5.64926e-05,-0.000293831
2.97e-05,2.18553,-0.194118,-0.000237965,-0.000237965,3.70191e-05,-0.000274984
2.98e-05,2.18615,-0.197819,-0.000238397,-0.000238397,1.71754e-05,-0.000255572
2.99e-05,2.18676,-0.199537,-0.00023863,-0.00023863,-2.83998e-06,-0.00023579
3e-05,2.18738,-0.199253,-0.000238663,-0.000238663,-2.2827e-05,-0.000215836
